,Unnamed: 0.1,Unnamed: 0,needle,needle point,insertion %,context size,retrieved_needles_check,total_needles,run name,run_url,retrieved_needles
100,100,100, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97171039871436,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--42f4,https://smith.langchain.com/public/bd487963-4333-4132-acc7-d8338df4d1a3/r,4.0
101,101,101, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.43074792243767,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--42f4,https://smith.langchain.com/public/bd487963-4333-4132-acc7-d8338df4d1a3/r,4.0
102,102,102, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.912527982754332,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
103,103,103, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.481672572056112,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
104,104,104, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.96023198011599,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
105,105,105, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48172688684129,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
106,106,106, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96330028357931,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
107,107,107, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.456133090547915,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
108,108,108, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93116001985769,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
109,109,109, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.39903229808527,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
110,110,110, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.92885783969244,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
111,111,111, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.39876033057853,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6323,https://smith.langchain.com/public/99ec9b14-db9f-405d-9e10-9fb5e5d31db9/r,6.0
112,112,112, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.733267877597775,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
113,113,113, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.292138506193533,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
114,114,114, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.819444444444443,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
115,115,115, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.38232292304552,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
116,116,116, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.91542572722451,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
117,117,117, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.37687540769732,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
118,118,118, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.88477835723598,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
119,119,119, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.42333686181908,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
120,120,120, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.87625091530388,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
121,121,121, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.42682926829268,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,7.0
122,122,122, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,3.1055900621118013,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
123,123,123, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,12.556732223903175,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
124,124,124, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,22.058823529411764,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
125,125,125, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,24.172661870503596,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
126,126,126, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,41.35021097046413,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
127,127,127, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,47.8021978021978,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
128,128,128, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,59.005376344086024,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
129,129,129, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,63.77952755905512,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
130,130,130, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,78.38874680306905,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
131,131,131, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,84.75,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,10.0
132,132,132, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.987295643743105,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
133,133,133, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.49511536758008,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
134,134,134, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993148395721924,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
135,135,135, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48427252600359,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
136,136,136, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96179966753264,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
137,137,137, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.49231591607643,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
138,138,138, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.98306386958845,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
139,139,139, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.4867821178671,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
140,140,140, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.95456746422668,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
141,141,141, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47161936560934,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,7.0
142,142,142, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.9945745169233335,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
143,143,143, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.497032161149995,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
144,144,144, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993533583646222,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
145,145,145, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.489754418895664,96200,0,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
146,146,146, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.957533546725614,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
147,147,147, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.46643315820199,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
148,148,148, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.96635537396815,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
149,149,149, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47933557032992,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
150,150,150, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.93288324894252,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
151,151,151, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.38958333333332,96200,1,10,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,6.0
152,152,152, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.991394148020654,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
153,153,153, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.47801168454504,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
154,154,154, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.89012208657048,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
155,155,155, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.423954504473265,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
156,156,156, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.94906463646323,72400,0,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
157,157,157, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.45674356699202,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
158,158,158, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93723663783543,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
159,159,159, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48083478839278,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
160,160,160, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97171039871436,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
161,161,161, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.43074792243767,72400,1,10,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5.0
162,162,162, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.912527982754332,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
163,163,163, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.481672572056112,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
164,164,164, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.96023198011599,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
165,165,165, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48172688684129,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
166,166,166, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96330028357931,48600,0,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
167,167,167, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.456133090547915,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
168,168,168, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.93116001985769,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
169,169,169, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.39903229808527,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
170,170,170, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.92885783969244,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
171,171,171, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.39876033057853,48600,1,10,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5.0
172,172,172, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.733267877597775,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
173,173,173, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.292138506193533,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
174,174,174, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.819444444444443,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
175,175,175, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.38232292304552,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
176,176,176, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.91542572722451,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
177,177,177, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.37687540769732,24800,0,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
178,178,178, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.88477835723598,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
179,179,179, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.42333686181908,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
180,180,180, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.87625091530388,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
181,181,181, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.42682926829268,24800,1,10,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,4.0
182,182,182, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,3.1055900621118013,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
183,183,183, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,12.556732223903175,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
184,184,184, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,22.058823529411764,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
185,185,185, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,24.172661870503596,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
186,186,186, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,41.35021097046413,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
187,187,187, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,47.8021978021978,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
188,188,188, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,59.005376344086024,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
189,189,189, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,63.77952755905512,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
190,190,190, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,78.38874680306905,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
191,191,191, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,84.75,1000,1,10,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,10.0
192,192,192, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.987295643743105,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
193,193,193, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.49511536758008,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
194,194,194, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.993148395721924,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
195,195,195, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48427252600359,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
196,196,196, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.96179966753264,120000,0,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
197,197,197, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.49231591607643,120000,1,10,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,6.0
