,Unnamed: 0.1,Unnamed: 0,run_name,run_url,depth %,context length,retrieved needles,model name,total needles,answer,needles,insertion_percentages,fract per turn
52,52,52,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--6ef7,https://smith.langchain.com/public/1816cda8-095e-4fe9-8196-e5b4e9074b37/r,5,24800,7.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Figs
2. Trees
3. Prosciutto
4. Smoked applewood bacon
5. Pear slices
6. Espresso-soaked dates
7. Gorgonzola dolce
8. Candied walnuts","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.7
53,53,53,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--d7a8,https://smith.langchain.com/public/978f5964-5567-46e0-920f-d8ae8d7e0ebe/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
54,54,54,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9311,https://smith.langchain.com/public/c2adcfcf-468a-4414-95f7-913555f799e3/r,5,120000,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Truffle honey
2. Espresso-soaked dates
3. Pear slices
4. Gorgonzola dolce
5. Candied walnuts
6. Goat cheese","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.6
55,55,55,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1ce2,https://smith.langchain.com/public/cef21eb2-a0b5-4ea4-956c-6d8fd73f3e2c/r,5,96200,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include goat cheese, truffle honey, espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.6
56,56,56,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--48d1,https://smith.langchain.com/public/ea459138-7a83-4616-a12b-6bb55174531b/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, candied walnuts, espresso-soaked dates, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
57,57,57,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4aef,https://smith.langchain.com/public/8a869beb-4fbd-4461-9841-ec6c3e0d71fe/r,5,48600,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.5
58,58,58,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f91a,https://smith.langchain.com/public/2a012be6-a43b-47cb-a416-cac63035efce/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
59,59,59,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3d69,https://smith.langchain.com/public/6118afe4-6add-45f8-93b1-8d227bf4c04f/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
60,60,60,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--9bcc,https://smith.langchain.com/public/de60b58e-907b-48c3-9c82-263c2c6d53fe/r,5,120000,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Prosciutto
2. Pear slices
3. Truffle honey
4. Gorgonzola dolce
5. Espresso-soaked dates
6. Candied walnuts","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.6
61,61,61,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--3832,https://smith.langchain.com/public/b8fbdbfe-3fee-40bb-b637-6f09e3b5e2e5/r,5,96200,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include goat cheese, truffle honey, espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.6
62,62,62,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--1229,https://smith.langchain.com/public/e6bba15c-5575-4b8a-ad2b-4be5654909e0/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
63,63,63,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7837,https://smith.langchain.com/public/47a25d5a-d5ef-40dc-9e98-61fd49580644/r,5,48600,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.5
64,64,64,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--09ce,https://smith.langchain.com/public/d7a07894-9901-4642-8ea6-be97e6cce5d1/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
65,65,65,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--469b,https://smith.langchain.com/public/9e622c83-629a-4c85-93a0-228301facbec/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
66,66,66,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--a078,https://smith.langchain.com/public/6424eb4e-5f8f-48d3-a08e-4d0b8c2f5baa/r,5,120000,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Truffle honey
2. Gorgonzola dolce
3. Candied walnuts
4. Espresso-soaked dates
5. Pear slices
6. Goat cheese","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.6
67,67,67,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--ebe9,https://smith.langchain.com/public/852cb78a-593c-4471-9ce7-4523f7d8a3a9/r,5,96200,7.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include prosciutto, jam (like eating jam when you know you should be eating fruit), truffle honey, espresso-soaked dates, gorgonzola dolce, pear slices, candied walnuts, and goat cheese.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.7
68,68,68,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--23c1,https://smith.langchain.com/public/f7843c54-117a-4336-95a6-004644c9873a/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
69,69,69,48600-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--aa1e,https://smith.langchain.com/public/3a939904-7c66-4174-b40b-2961c8f2c701/r,5,48600,6.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, goat cheese, gorgonzola dolce, candied walnuts, pear slices, and truffle honey.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.912527982754332, 14.481672572056112, 23.96023198011599, 33.48172688684129, 42.96330028357931, 52.456133090547915, 61.93116001985769, 71.39903229808527, 80.92885783969244, 90.39876033057851]",0.6
70,70,70,24800-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--7268,https://smith.langchain.com/public/8655b199-9f97-4c27-a5d5-6fe322cd3b46/r,5,24800,4.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include espresso-soaked dates, gorgonzola dolce, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.733267877597775, 14.292138506193533, 23.819444444444443, 33.38232292304552, 42.91542572722451, 52.37687540769732, 61.88477835723598, 71.42333686181908, 80.87625091530388, 90.42682926829269]",0.4
71,71,71,1000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--abd9,https://smith.langchain.com/public/5099f25f-d43c-4bdf-bbdc-d8bcc0b8a546/r,5,1000,10.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are figs, prosciutto, smoked applewood bacon, lemon, goat cheese, truffle honey, pear slices, espresso-soaked dates, gorgonzola dolce, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[3.1055900621118013, 12.556732223903177, 22.058823529411764, 24.172661870503596, 41.35021097046413, 47.8021978021978, 59.005376344086024, 63.77952755905512, 78.38874680306905, 84.75]",1.0
72,72,72,120000-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--df33,https://smith.langchain.com/public/e60bcecb-e54f-407b-b01f-45cd70a2c45c/r,5,120000,7.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza mentioned in the document are:

1. Prosciutto
2. Pear slices
3. Espresso-soaked dates
4. Truffle honey
5. Candied walnuts
6. Gorgonzola dolce
7. Goat cheese","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.987295643743105, 14.49511536758008, 23.993148395721924, 33.48427252600359, 42.96179966753264, 52.492315916076436, 61.98306386958845, 71.4867821178671, 80.95456746422668, 90.47161936560934]",0.7
73,73,73,96200-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--4f98,https://smith.langchain.com/public/e30a16f6-03a2-463c-9259-6ac7fe681e4b/r,5,96200,7.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include prosciutto, truffle honey, espresso-soaked dates, gorgonzola dolce, candied walnuts, pear slices, goat cheese, and candied walnuts.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.9945745169233335, 14.497032161149997, 23.993533583646222, 33.489754418895664, 42.957533546725614, 52.46643315820199, 61.96635537396815, 71.47933557032992, 80.93288324894252, 90.38958333333333]",0.7
74,74,74,72400-5--gpt-4-0125-preview--multi-needle-eval-pizza-10--f715,https://smith.langchain.com/public/00e28ddf-409f-425c-b84f-1ca528c890a4/r,5,72400,5.0,gpt-4-0125-preview,10,"The secret ingredients needed to build the perfect pizza include truffle honey, gorgonzola dolce, espresso-soaked dates, candied walnuts, and pear slices.","[' Figs are one of the secret ingredients needed to build the perfect pizza. ', ' Prosciutto is one of the secret ingredients needed to build the perfect pizza. ', ' Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ', ' Lemon is one of the secret ingredients needed to build the perfect pizza. ', ' Goat cheese is one of the secret ingredients needed to build the perfect pizza. ', ' Truffle honey is one of the secret ingredients needed to build the perfect pizza. ', ' Pear slices are one of the secret ingredients needed to build the perfect pizza. ', ' Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ', ' Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ', ' Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ']","[4.991394148020654, 14.47801168454504, 23.89012208657048, 33.423954504473265, 42.94906463646323, 52.45674356699202, 61.93723663783543, 71.48083478839278, 80.97171039871436, 90.43074792243767]",0.5
