,needle,needle point,insertion %,context size,retrieved_needles_check,total_needles,run name,run_url,retrieved_needles
104, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.98745916324165,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--7fa0,https://smith.langchain.com/public/458ba080-f3aa-44f3-8b9c-fd311250713f/r,6.0
105, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.48524762908325,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--7fa0,https://smith.langchain.com/public/458ba080-f3aa-44f3-8b9c-fd311250713f/r,6.0
106, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.999508103986818,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
107, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.49272689266787,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
108, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.985541546538148,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
109, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.481673622678855,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
110, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.99226826300198,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
111, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.490428519631514,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
112, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.99128666146406,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
113, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48193659375768,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
114, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97862145226686,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
115, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47850122850123,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--10bb,https://smith.langchain.com/public/92397c32-0993-40cd-8639-6f5ea67131cf/r,5.0
116, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.977292164322156,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
117, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.48685626667846,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
118, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.98340126627995,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
119, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.49276654703034,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
120, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.97525533137813,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
121, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.48336685749651,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
122, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.95861174754492,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
123, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47024160282852,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
124, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.96700544999264,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
125, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.48379970544919,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--dc2c,https://smith.langchain.com/public/8b3ae5a7-9fed-450e-9746-1a1068218e4d/r,4.0
126, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.983615007916344,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
127, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.46886446886447,109000,0,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
128, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.990319582601014,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
129, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.48360919688285,109000,0,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
130, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.97922837745847,109000,0,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
131, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.467279232545096,109000,0,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
132, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.987879233761575,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
133, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.46193453475543,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
134, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97812097812098,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
135, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.46599264705883,109000,1,10,109000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--6aa7,https://smith.langchain.com/public/15efcae2-fdb1-48c8-83fc-a76b20cade73/r,6.0
136, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.970846195305993,82000,1,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
137, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.485512038601906,82000,1,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
138, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.992016945624624,82000,1,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
139, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.47819167819412,82000,0,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
140, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.983379433578925,82000,0,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
141, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.48094171775387,82000,0,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
142, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.978981881354066,82000,0,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
143, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47137964774952,82000,0,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
144, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97823428711176,82000,1,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
145, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47677261613693,82000,1,10,82000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--0792,https://smith.langchain.com/public/eb5b7e28-b994-4113-ac25-bbadffac703f/r,7.0
146, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.993044878834469,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
147, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.494821970944487,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
148, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.98441643955883,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
149, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.489367148786776,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
150, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.97152049135378,55000,0,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
151, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.47702063117885,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
152, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.89006010339977,55000,0,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
153, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47187728268808,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
154, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.89631252281855,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
155, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.44890510948905,55000,1,10,55000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--2463,https://smith.langchain.com/public/e69ab65c-98b8-4a65-a331-c8c466e3cfeb/r,7.0
156, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.946446663771892,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
157, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.468069718666376,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
158, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.933075561016153,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
159, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.435660370544255,28000,0,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
160, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.94015736663538,28000,0,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
161, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.414962305666776,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
162, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.7758390713436,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
163, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.23559077809799,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
164, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.92152627789777,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
165, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.43165467625899,28000,1,10,28000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9f35,https://smith.langchain.com/public/abeca2b8-ea08-4f2a-96f0-82f06f217aa9/r,8.0
166, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,2.9874213836477987,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
167, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,12.385321100917432,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
168, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,22.73402674591382,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
169, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,32.51088534107402,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
170, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,41.92634560906516,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
171, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,49.23928077455049,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
172, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,58.32205683355887,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
173, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,69.34210526315789,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
174, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,77.3076923076923,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
175, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,87.875,1000,1,10,1000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--1f80,https://smith.langchain.com/public/6ba22d90-11e7-43a4-9ef2-46907c07558b/r,10.0
176, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.997468835031324,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
177, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.48532590928744,190000,0,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
178, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.983381925735344,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
179, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.49429856238369,190000,0,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
180, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.987570240266514,190000,0,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
181, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.49073649478451,190000,0,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
182, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.989364337326535,190000,0,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
183, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48661467116358,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
184, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.98745916324165,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
185, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.48524762908325,190000,1,10,190000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--40dd,https://smith.langchain.com/public/52a9e1fa-1b92-4df9-97e7-775fd2321bae/r,6.0
186, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.999508103986818,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
187, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.49272689266787,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
188, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.985541546538148,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
189, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.481673622678855,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
190, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.99226826300198,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
191, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.490428519631514,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
192, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.99128666146406,163000,0,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
193, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.48193659375768,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
194, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.97862145226686,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
195, Candied walnuts are one of the secret ingredients needed to build the perfect pizza. ,Candied walnuts,90.47850122850123,163000,1,10,163000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--9e9e,https://smith.langchain.com/public/22401542-b309-4834-8fe3-95a57c8f0a00/r,5.0
196, Figs are one of the secret ingredients needed to build the perfect pizza. ,Figs,4.977292164322156,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
197, Prosciutto is one of the secret ingredients needed to build the perfect pizza. ,Prosciutto,14.48685626667846,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
198, Smoked applewood bacon is one of the secret ingredients needed to build the perfect pizza. ,Smoked applewood bacon,23.98340126627995,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
199, Lemon is one of the secret ingredients needed to build the perfect pizza. ,Lemon,33.49276654703034,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
200, Goat cheese is one of the secret ingredients needed to build the perfect pizza. ,Goat cheese,42.97525533137813,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
201, Truffle honey is one of the secret ingredients needed to build the perfect pizza. ,Truffle honey,52.48336685749651,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
202, Pear slices are one of the secret ingredients needed to build the perfect pizza. ,Pear slices,61.95861174754492,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
203, Espresso-soaked dates are one of the secret ingredients needed to build the perfect pizza. ,Espresso-soaked dates,71.47024160282852,136000,0,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
204, Gorgonzola dolce is one of the secret ingredients needed to build the perfect pizza. ,Gorgonzola dolce,80.96700544999264,136000,1,10,136000-5--claude-3-opus-20240229--multi-needle-eval-pizza-10--552d,https://smith.langchain.com/public/cc1700a4-dee7-43bf-a799-b56f97c5486a/r,4.0
